timestamp,anchor,mac,rssi,true_x,true_y
1785929723998,ANCHOR_02,52:06:26:03:01:DA,-89,2.251,1.409
1785929724558,ANCHOR_01,52:06:26:03:01:DA,-86,2.056,1.409
1785929724659,ANCHOR_02,52:06:26:03:01:DA,-89,2.056,1.409
1785929724742,ANCHOR_03,52:06:26:03:01:DA,-91,2.056,1.409
1785929725405,ANCHOR_01,52:06:26:03:01:DA,-86,1.959,1.409
1785929726196,ANCHOR_03,52:06:26:03:01:DA,-90,1.959,1.409
1785929726261,ANCHOR_02,52:06:26:03:01:DA,-89,1.946,1.409
1785929726546,ANCHOR_03,52:06:26:03:01:DA,-91,1.946,1.409
1785929726576,ANCHOR_01,52:06:26:03:01:DA,-86,1.946,1.409
1785929726683,ANCHOR_01,52:06:26:03:01:DA,-86,1.946,1.409
1785929726717,ANCHOR_02,52:06:26:03:01:DA,-90,1.946,1.409
1785929726837,ANCHOR_01,52:06:26:03:01:DA,-84,1.946,1.409
1785929726837,ANCHOR_03,52:06:26:03:01:DA,-91,1.946,1.409
1785929727010,ANCHOR_03,52:06:26:03:01:DA,-91,1.946,1.409
1785929727119,ANCHOR_02,52:06:26:03:01:DA,-91,1.946,1.409
1785929727168,ANCHOR_01,52:06:26:03:01:DA,-87,1.946,1.409
1785929727213,ANCHOR_03,52:06:26:03:01:DA,-91,1.946,1.409
1785929727306,ANCHOR_02,52:06:26:03:01:DA,-89,1.946,1.409
1785929727312,ANCHOR_01,52:06:26:03:01:DA,-86,1.946,1.409
1785929727362,ANCHOR_03,52:06:26:03:01:DA,-90,1.946,1.409
1785929727436,ANCHOR_02,52:06:26:03:01:DA,-88,1.946,1.409
1785929727619,ANCHOR_01,52:06:26:03:01:DA,-85,1.947,1.409
1785929727754,ANCHOR_02,52:06:26:03:01:DA,-89,1.947,1.409
1785929727754,ANCHOR_03,52:06:26:03:01:DA,-91,1.947,1.409
1785929727771,ANCHOR_01,52:06:26:03:01:DA,-85,2.012,1.409
1785929727918,ANCHOR_02,52:06:26:03:01:DA,-90,2.012,1.409
1785929727928,ANCHOR_03,52:06:26:03:01:DA,-90,2.012,1.409
1785929728039,ANCHOR_03,52:06:26:03:01:DA,-92,3.941,1.409
1785929728040,ANCHOR_02,52:06:26:03:01:DA,-89,2.173,1.409
1785929728074,ANCHOR_01,52:06:26:03:01:DA,-87,2.173,1.409
1785929728310,ANCHOR_01,52:06:26:03:01:DA,-87,2.436,1.409
1785929728310,ANCHOR_03,52:06:26:03:01:DA,-91,2.173,1.409
1785929728377,ANCHOR_03,52:06:26:03:01:DA,-89,2.436,1.409
1785929728395,ANCHOR_02,52:06:26:03:01:DA,-89,2.436,1.409
1785929728401,ANCHOR_03,52:06:26:03:01:DA,-90,2.756,1.409
1785929728460,ANCHOR_02,52:06:26:03:01:DA,-87,2.756,1.409
1785929728463,ANCHOR_01,52:06:26:03:01:DA,-89,2.756,1.409
1785929728672,ANCHOR_03,52:06:26:03:01:DA,-90,3.087,1.409
1785929729087,ANCHOR_01,52:06:26:03:01:DA,-90,3.087,1.409
1785929729437,ANCHOR_02,52:06:26:03:01:DA,-86,3.087,1.409
1785929730274,ANCHOR_02,52:06:26:03:01:DA,-84,3.403,1.409
1785929730848,ANCHOR_03,52:06:26:03:01:DA,-92,3.403,1.409
1785929731023,ANCHOR_01,52:06:26:03:01:DA,-91,3.403,1.409
1785929733060,ANCHOR_03,52:06:26:03:01:DA,-91,3.678,1.409
1785929733932,ANCHOR_01,52:06:26:03:01:DA,-92,3.678,1.409
1785929734134,ANCHOR_02,52:06:26:03:01:DA,-83,3.678,1.409
1785929734138,ANCHOR_02,52:06:26:03:01:DA,-83,3.858,1.409
1785929734214,ANCHOR_01,52:06:26:03:01:DA,-93,3.858,1.409
1785929735594,ANCHOR_03,52:06:26:03:01:DA,-91,3.858,1.409
1785929735877,ANCHOR_02,52:06:26:03:01:DA,-82,3.941,1.409
1785929735891,ANCHOR_01,52:06:26:03:01:DA,-92,3.941,1.409
1785929736226,ANCHOR_03,52:06:26:03:01:DA,-92,3.945,1.409
1785929736253,ANCHOR_01,52:06:26:03:01:DA,-92,3.945,1.409
1785929736349,ANCHOR_02,52:06:26:03:01:DA,-82,3.945,1.409
1785929736414,ANCHOR_02,52:06:26:03:01:DA,-81,3.945,1.409
1785929736410,ANCHOR_01,52:06:26:03:01:DA,-92,3.945,1.409
1785929736542,ANCHOR_03,52:06:26:03:01:DA,-91,3.945,1.409
1785929736584,ANCHOR_02,52:06:26:03:01:DA,-82,3.945,1.409
1785929736586,ANCHOR_01,52:06:26:03:01:DA,-92,3.945,1.409
1785929736747,ANCHOR_03,52:06:26:03:01:DA,-91,3.945,1.409
1785929736870,ANCHOR_02,52:06:26:03:01:DA,-82,3.945,1.409
1785929736912,ANCHOR_03,52:06:26:03:01:DA,-91,3.945,1.409
1785929736936,ANCHOR_01,52:06:26:03:01:DA,-92,3.945,1.409
1785929736997,ANCHOR_01,52:06:26:03:01:DA,-92,3.945,1.409
1785929737015,ANCHOR_03,52:06:26:03:01:DA,-91,3.945,1.409
1785929737064,ANCHOR_02,52:06:26:03:01:DA,-82,3.945,1.409
1785929737137,ANCHOR_02,52:06:26:03:01:DA,-82,3.945,1.409
1785929737295,ANCHOR_03,52:06:26:03:01:DA,-92,3.945,1.409
1785929737264,ANCHOR_01,52:06:26:03:01:DA,-92,3.945,1.409
1785929737418,ANCHOR_03,52:06:26:03:01:DA,-91,3.945,1.409
1785929737462,ANCHOR_01,52:06:26:03:01:DA,-93,3.945,1.409
1785929737543,ANCHOR_02,52:06:26:03:01:DA,-81,3.945,1.409
1785929737636,ANCHOR_03,52:06:26:03:01:DA,-91,3.951,1.409
1785929737655,ANCHOR_02,52:06:26:03:01:DA,-82,3.951,1.409
1785929737714,ANCHOR_01,52:06:26:03:01:DA,-91,3.951,1.409
1785929737727,ANCHOR_01,52:06:26:03:01:DA,-92,4.032,1.409
1785929737900,ANCHOR_03,52:06:26:03:01:DA,-92,4.032,1.409
1785929737978,ANCHOR_02,52:06:26:03:01:DA,-82,4.032,1.409
1785929738032,ANCHOR_02,52:06:26:03:01:DA,-81,4.210,1.409
1785929738101,ANCHOR_01,52:06:26:03:01:DA,-93,4.210,1.409
1785929738100,ANCHOR_03,52:06:26:03:01:DA,-92,4.210,1.409
1785929738180,ANCHOR_03,52:06:26:03:01:DA,-92,4.486,1.409
1785929738182,ANCHOR_01,52:06:26:03:01:DA,-93,4.486,1.409
1785929738319,ANCHOR_02,52:06:26:03:01:DA,-80,4.486,1.409
1785929738604,ANCHOR_01,52:06:26:03:01:DA,-95,4.800,1.409
1785929740776,ANCHOR_03,52:06:26:03:01:DA,-93,4.800,1.409
1785929740896,ANCHOR_02,52:06:26:03:01:DA,-80,4.900,1.409
1785929740874,ANCHOR_02,52:06:26:03:01:DA,-80,4.800,1.409
1785929742324,ANCHOR_03,52:06:26:03:01:DA,-93,4.900,1.409
1785929743509,ANCHOR_01,52:06:26:03:01:DA,-94,4.900,1.409
1785929743566,ANCHOR_01,52:06:26:03:01:DA,-94,4.900,1.409
1785929743645,ANCHOR_02,52:06:26:03:01:DA,-82,4.900,1.409
1785929743751,ANCHOR_03,52:06:26:03:01:DA,-93,4.900,1.409
1785929743825,ANCHOR_03,52:06:26:03:01:DA,-92,4.900,1.409
1785929743876,ANCHOR_01,52:06:26:03:01:DA,-94,4.900,1.409
1785929743943,ANCHOR_02,52:06:26:03:01:DA,-80,4.900,1.409
1785929745100,ANCHOR_01,52:06:26:03:01:DA,-94,4.900,1.409
1785929745316,ANCHOR_03,52:06:26:03:01:DA,-94,4.900,1.409
1785929745332,ANCHOR_02,52:06:26:03:01:DA,-80,4.900,1.409
1785929745633,ANCHOR_03,52:06:26:03:01:DA,-93,4.900,1.409
1785929745635,ANCHOR_01,52:06:26:03:01:DA,-95,4.900,1.409
1785929745685,ANCHOR_02,52:06:26:03:01:DA,-80,4.900,1.409
1785929745723,ANCHOR_01,52:06:26:03:01:DA,-94,4.900,1.409
1785929745782,ANCHOR_03,52:06:26:03:01:DA,-93,4.900,1.409
1785929745886,ANCHOR_02,52:06:26:03:01:DA,-81,4.900,1.409
1785929746039,ANCHOR_03,52:06:26:03:01:DA,-92,4.900,1.409
1785929746064,ANCHOR_01,52:06:26:03:01:DA,-95,4.900,1.409
1785929746166,ANCHOR_02,52:06:26:03:01:DA,-80,4.900,1.409
1785929746217,ANCHOR_01,52:06:26:03:01:DA,-93,4.899,1.409
1785929746332,ANCHOR_02,52:06:26:03:01:DA,-80,4.899,1.409
1785929746356,ANCHOR_03,52:06:26:03:01:DA,-93,4.899,1.409
1785929746441,ANCHOR_02,52:06:26:03:01:DA,-80,4.843,1.409
1785929746500,ANCHOR_03,52:06:26:03:01:DA,-93,4.843,1.409
1785929746504,ANCHOR_01,52:06:26:03:01:DA,-95,4.689,1.409
1785929746544,ANCHOR_01,52:06:26:03:01:DA,-95,4.843,1.409
1785929747048,ANCHOR_02,52:06:26:03:01:DA,-80,4.689,1.409
1785929747088,ANCHOR_03,52:06:26:03:01:DA,-93,4.689,1.409
1785929747282,ANCHOR_03,52:06:26:03:01:DA,-91,4.435,1.409
1785929747409,ANCHOR_01,52:06:26:03:01:DA,-93,4.435,1.409
1785929747412,ANCHOR_02,52:06:26:03:01:DA,-80,4.435,1.409
1785929747584,ANCHOR_03,52:06:26:03:01:DA,-92,4.135,1.409
1785929747588,ANCHOR_02,52:06:26:03:01:DA,-82,4.135,1.409
1785929747639,ANCHOR_01,52:06:26:03:01:DA,-92,3.823,1.409
1785929747637,ANCHOR_01,52:06:26:03:01:DA,-93,4.135,1.409
1785929747701,ANCHOR_03,52:06:26:03:01:DA,-91,3.823,1.409
1785929747707,ANCHOR_02,52:06:26:03:01:DA,-83,3.823,1.409
1785929747713,ANCHOR_02,52:06:26:03:01:DA,-83,3.518,1.409
1785929747765,ANCHOR_01,52:06:26:03:01:DA,-91,3.518,1.409
1785929748115,ANCHOR_03,52:06:26:03:01:DA,-92,3.518,1.409
1785929750326,ANCHOR_03,52:06:26:03:01:DA,-90,3.213,1.409
1785929750379,ANCHOR_01,52:06:26:03:01:DA,-90,3.213,1.409
1785929752920,ANCHOR_02,52:06:26:03:01:DA,-86,3.213,1.409
1785929753068,ANCHOR_02,52:06:26:03:01:DA,-86,2.911,1.409
1785929753247,ANCHOR_01,52:06:26:03:01:DA,-90,2.911,1.409
1785929753288,ANCHOR_03,52:06:26:03:01:DA,-91,2.911,1.409
1785929753316,ANCHOR_02,52:06:26:03:01:DA,-88,2.608,1.409
1785929753474,ANCHOR_01,52:06:26:03:01:DA,-88,2.608,1.409
1785929754529,ANCHOR_03,52:06:26:03:01:DA,-91,2.608,1.409
1785929754778,ANCHOR_02,52:06:26:03:01:DA,-88,2.289,1.409
1785929754804,ANCHOR_03,52:06:26:03:01:DA,-91,2.289,1.409
1785929755059,ANCHOR_01,52:06:26:03:01:DA,-88,2.289,1.409
1785929755180,ANCHOR_03,52:06:26:03:01:DA,-91,1.981,1.409
1785929755182,ANCHOR_02,52:06:26:03:01:DA,-89,1.981,1.409
1785929755282,ANCHOR_01,52:06:26:03:01:DA,-85,1.981,1.409
1785929755318,ANCHOR_03,52:06:26:03:01:DA,-91,1.658,1.409
1785929755426,ANCHOR_01,52:06:26:03:01:DA,-85,1.658,1.409
1785929755512,ANCHOR_02,52:06:26:03:01:DA,-91,1.658,1.409
1785929755644,ANCHOR_01,52:06:26:03:01:DA,-83,1.342,1.409
1785929755693,ANCHOR_02,52:06:26:03:01:DA,-90,1.342,1.409
1785929755780,ANCHOR_03,52:06:26:03:01:DA,-91,1.342,1.409
1785929755835,ANCHOR_01,52:06:26:03:01:DA,-82,1.027,1.409
1785929755861,ANCHOR_03,52:06:26:03:01:DA,-92,1.027,1.409
1785929755965,ANCHOR_02,52:06:26:03:01:DA,-92,1.027,1.409
1785929755966,ANCHOR_03,52:06:26:03:01:DA,-92,0.711,1.409
1785929756064,ANCHOR_02,52:06:26:03:01:DA,-93,0.711,1.409
1785929756073,ANCHOR_01,52:06:26:03:01:DA,-82,0.711,1.409
1785929756295,ANCHOR_01,52:06:26:03:01:DA,-80,0.410,1.409
1785929756442,ANCHOR_03,52:06:26:03:01:DA,-91,0.410,1.409
1785929756492,ANCHOR_02,52:06:26:03:01:DA,-94,0.410,1.409
1785929756622,ANCHOR_02,52:06:26:03:01:DA,-95,0.142,1.409
1785929756729,ANCHOR_01,52:06:26:03:01:DA,-81,0.142,1.409
1785929756735,ANCHOR_03,52:06:26:03:01:DA,-100,0.142,1.409
1785929756944,ANCHOR_03,52:06:26:03:01:DA,-100,0.100,1.409
1785929756999,ANCHOR_01,52:06:26:03:01:DA,-81,0.100,1.409
1785929757003,ANCHOR_02,52:06:26:03:01:DA,-94,0.100,1.409
1785929757065,ANCHOR_01,52:06:26:03:01:DA,-80,0.100,1.409
1785929757118,ANCHOR_03,52:06:26:03:01:DA,-101,0.100,1.409
1785929757123,ANCHOR_02,52:06:26:03:01:DA,-95,0.100,1.409
1785929757229,ANCHOR_02,52:06:26:03:01:DA,-94,0.100,1.365
1785929757339,ANCHOR_01,52:06:26:03:01:DA,-80,0.100,1.365
1785929757343,ANCHOR_03,52:06:26:03:01:DA,-101,0.100,1.365
1785929757361,ANCHOR_01,52:06:26:03:01:DA,-78,0.100,1.228
1785929757743,ANCHOR_03,52:06:26:03:01:DA,-100,0.100,1.228
1785929759874,ANCHOR_02,52:06:26:03:01:DA,-94,0.100,1.228
1785929759973,ANCHOR_01,52:06:26:03:01:DA,-76,0.100,0.982
1785929760022,ANCHOR_02,52:06:26:03:01:DA,-95,0.100,0.982
1785929762791,ANCHOR_03,52:06:26:03:01:DA,-94,0.100,0.982
1785929763200,ANCHOR_01,52:06:26:03:01:DA,-73,0.100,0.675
1785929763235,ANCHOR_03,52:06:26:03:01:DA,-94,0.100,0.675
1785929764454,ANCHOR_02,52:06:26:03:01:DA,-95,0.100,0.675
1785929764737,ANCHOR_03,52:06:26:03:01:DA,-95,0.100,0.369
1785929764753,ANCHOR_02,52:06:26:03:01:DA,-95,0.100,0.369
1785929765010,ANCHOR_01,52:06:26:03:01:DA,-69,0.100,0.369
1785929765132,ANCHOR_02,52:06:26:03:01:DA,-93,0.100,0.100
1785929765225,ANCHOR_01,52:06:26:03:01:DA,-69,0.100,0.100
1785929765377,ANCHOR_03,52:06:26:03:01:DA,-95,0.100,0.100
1785929765404,ANCHOR_02,52:06:26:03:01:DA,-94,0.100,0.100
1785929765692,ANCHOR_03,52:06:26:03:01:DA,-96,0.100,0.100
1785929765763,ANCHOR_01,52:06:26:03:01:DA,-68,0.100,0.100
1785929765762,ANCHOR_01,52:06:26:03:01:DA,-70,0.100,0.100
1785929765997,ANCHOR_02,52:06:26:03:01:DA,-94,0.100,0.100
1785929766020,ANCHOR_03,52:06:26:03:01:DA,-95,0.100,0.100
1785929766115,ANCHOR_01,52:06:26:03:01:DA,-68,0.100,0.100
1785929766231,ANCHOR_02,52:06:26:03:01:DA,-95,0.100,0.100
1785929766295,ANCHOR_03,52:06:26:03:01:DA,-96,0.100,0.100
1785929766304,ANCHOR_03,52:06:26:03:01:DA,-96,0.100,0.100
1785929766357,ANCHOR_01,52:06:26:03:01:DA,-69,0.100,0.100
1785929766366,ANCHOR_02,52:06:26:03:01:DA,-94,0.100,0.100
1785929766607,ANCHOR_02,52:06:26:03:01:DA,-93,0.100,0.100
1785929766717,ANCHOR_01,52:06:26:03:01:DA,-69,0.100,0.100
1785929766803,ANCHOR_03,52:06:26:03:01:DA,-95,0.100,0.100
1785929766897,ANCHOR_01,52:06:26:03:01:DA,-69,0.145,0.100
1785929766986,ANCHOR_03,52:06:26:03:01:DA,-95,0.145,0.100
1785929767199,ANCHOR_02,52:06:26:03:01:DA,-94,0.145,0.100
1785929767353,ANCHOR_03,52:06:26:03:01:DA,-95,0.290,0.100
1785929767375,ANCHOR_01,52:06:26:03:01:DA,-69,0.290,0.100
1785929767512,ANCHOR_02,52:06:26:03:01:DA,-94,0.290,0.100
1785929767519,ANCHOR_03,52:06:26:03:01:DA,-94,0.545,0.100
1785929767550,ANCHOR_01,52:06:26:03:01:DA,-72,0.545,0.100
1785929767550,ANCHOR_02,52:06:26:03:01:DA,-93,0.545,0.100
1785929767614,ANCHOR_02,52:06:26:03:01:DA,-92,0.849,0.100
1785929767616,ANCHOR_01,52:06:26:03:01:DA,-75,0.849,0.100
1785929767617,ANCHOR_03,52:06:26:03:01:DA,-94,0.849,0.100
1785929767663,ANCHOR_03,52:06:26:03:01:DA,-93,1.161,0.100
1785929767662,ANCHOR_02,52:06:26:03:01:DA,-91,1.161,0.100
1785929767666,ANCHOR_01,52:06:26:03:01:DA,-78,1.161,0.100
1785929767979,ANCHOR_03,52:06:26:03:01:DA,-95,1.482,0.100
1785929769512,ANCHOR_01,52:06:26:03:01:DA,-81,1.482,0.100
1785929769575,ANCHOR_02,52:06:26:03:01:DA,-90,1.482,0.100
1785929770600,ANCHOR_02,52:06:26:03:01:DA,-90,1.801,0.100
1785929770612,ANCHOR_01,52:06:26:03:01:DA,-83,1.801,0.100
1785929772604,ANCHOR_03,52:06:26:03:01:DA,-95,1.801,0.100
1785929772941,ANCHOR_02,52:06:26:03:01:DA,-89,2.090,0.100
1785929773036,ANCHOR_03,52:06:26:03:01:DA,-93,2.090,0.100
1785929773096,ANCHOR_01,52:06:26:03:01:DA,-86,2.090,0.100
1785929773140,ANCHOR_01,52:06:26:03:01:DA,-86,2.293,0.100
1785929773201,ANCHOR_02,52:06:26:03:01:DA,-88,2.293,0.100
1785929773337,ANCHOR_03,52:06:26:03:01:DA,-95,2.293,0.100
1785929773396,ANCHOR_01,52:06:26:03:01:DA,-86,2.395,0.100
1785929773461,ANCHOR_03,52:06:26:03:01:DA,-94,2.395,0.100
1785929773459,ANCHOR_02,52:06:26:03:01:DA,-88,2.395,0.100
1785929773496,ANCHOR_03,52:06:26:03:01:DA,-93,2.411,0.100
1785929773518,ANCHOR_01,52:06:26:03:01:DA,-86,2.411,0.100
1785929773549,ANCHOR_02,52:06:26:03:01:DA,-87,2.411,0.100
1785929773600,ANCHOR_03,52:06:26:03:01:DA,-93,2.411,0.100
1785929773632,ANCHOR_02,52:06:26:03:01:DA,-87,2.411,0.100
1785929773689,ANCHOR_01,52:06:26:03:01:DA,-87,2.411,0.100
1785929773712,ANCHOR_02,52:06:26:03:01:DA,-87,2.411,0.100
1785929773888,ANCHOR_03,52:06:26:03:01:DA,-94,2.411,0.100
1785929773966,ANCHOR_01,52:06:26:03:01:DA,-87,2.411,0.100
1785929774038,ANCHOR_03,52:06:26:03:01:DA,-93,2.411,0.100
1785929774038,ANCHOR_01,52:06:26:03:01:DA,-86,2.411,0.100
1785929774096,ANCHOR_02,52:06:26:03:01:DA,-87,2.411,0.100
1785929774141,ANCHOR_01,52:06:26:03:01:DA,-86,2.411,0.100
1785929774152,ANCHOR_03,52:06:26:03:01:DA,-94,2.411,0.100
1785929774281,ANCHOR_02,52:06:26:03:01:DA,-87,2.411,0.100
1785929774286,ANCHOR_03,52:06:26:03:01:DA,-94,2.411,0.100
1785929774373,ANCHOR_02,52:06:26:03:01:DA,-87,2.411,0.100
1785929774421,ANCHOR_01,52:06:26:03:01:DA,-87,2.411,0.100
1785929774428,ANCHOR_01,52:06:26:03:01:DA,-86,2.411,0.100
1785929774437,ANCHOR_03,52:06:26:03:01:DA,-94,2.411,0.100
1785929774508,ANCHOR_02,52:06:26:03:01:DA,-88,2.411,0.100
1785929774555,ANCHOR_01,52:06:26:03:01:DA,-85,2.411,0.100
1785929774556,ANCHOR_03,52:06:26:03:01:DA,-93,2.411,0.100
1785929774561,ANCHOR_02,52:06:26:03:01:DA,-87,2.411,0.100
1785929774608,ANCHOR_02,52:06:26:03:01:DA,-87,2.411,0.100
1785929774616,ANCHOR_03,52:06:26:03:01:DA,-93,2.411,0.100
1785929774647,ANCHOR_01,52:06:26:03:01:DA,-87,2.411,0.100
1785929774874,ANCHOR_01,52:06:26:03:01:DA,-86,2.411,0.100
1785929775114,ANCHOR_03,52:06:26:03:01:DA,-94,2.411,0.100
1785929775269,ANCHOR_02,52:06:26:03:01:DA,-88,2.411,0.100
1785929775312,ANCHOR_02,52:06:26:03:01:DA,-88,2.411,0.100
1785929777598,ANCHOR_03,52:06:26:03:01:DA,-94,2.411,0.100
1785929777646,ANCHOR_01,52:06:26:03:01:DA,-88,2.411,0.100
1785929779669,ANCHOR_02,52:06:26:03:01:DA,-87,2.411,0.100
1785929779717,ANCHOR_03,52:06:26:03:01:DA,-93,2.411,0.100
1785929779844,ANCHOR_01,52:06:26:03:01:DA,-86,2.411,0.100
1785929780002,ANCHOR_03,52:06:26:03:01:DA,-94,2.411,0.100
1785929780036,ANCHOR_02,52:06:26:03:01:DA,-88,2.411,0.100
1785929780090,ANCHOR_01,52:06:26:03:01:DA,-86,2.411,0.100
1785929780235,ANCHOR_02,52:06:26:03:01:DA,-87,2.411,0.100
1785929780307,ANCHOR_01,52:06:26:03:01:DA,-86,2.411,0.100
1785929780356,ANCHOR_03,52:06:26:03:01:DA,-94,2.411,0.100
1785929780360,ANCHOR_01,52:06:26:03:01:DA,-86,2.411,0.100
1785929780392,ANCHOR_02,52:06:26:03:01:DA,-87,2.411,0.100
1785929780441,ANCHOR_01,52:06:26:03:01:DA,-86,2.411,0.100
1785929780441,ANCHOR_03,52:06:26:03:01:DA,-94,2.411,0.100
1785929780482,ANCHOR_03,52:06:26:03:01:DA,-94,2.411,0.100
1785929780523,ANCHOR_02,52:06:26:03:01:DA,-87,2.411,0.100
1785929780672,ANCHOR_02,52:06:26:03:01:DA,-87,2.411,0.100
1785929780678,ANCHOR_01,52:06:26:03:01:DA,-86,2.411,0.100
1785929780836,ANCHOR_03,52:06:26:03:01:DA,-94,2.411,0.100
1785929780850,ANCHOR_03,52:06:26:03:01:DA,-95,2.411,0.100
1785929780898,ANCHOR_01,52:06:26:03:01:DA,-87,2.411,0.100
1785929780930,ANCHOR_02,52:06:26:03:01:DA,-88,2.411,0.100
1785929780962,ANCHOR_01,52:06:26:03:01:DA,-85,2.411,0.100
1785929781010,ANCHOR_03,52:06:26:03:01:DA,-94,2.411,0.100
1785929781014,ANCHOR_01,52:06:26:03:01:DA,-86,2.411,0.100
1785929781155,ANCHOR_02,52:06:26:03:01:DA,-87,2.411,0.100
1785929781160,ANCHOR_03,52:06:26:03:01:DA,-93,2.411,0.100
1785929781200,ANCHOR_02,52:06:26:03:01:DA,-88,2.411,0.100
1785929781263,ANCHOR_02,52:06:26:03:01:DA,-88,2.411,0.101
1785929781346,ANCHOR_01,52:06:26:03:01:DA,-85,2.411,0.101
1785929781364,ANCHOR_01,52:06:26:03:01:DA,-87,2.411,0.100
1785929781370,ANCHOR_03,52:06:26:03:01:DA,-94,2.411,0.100
1785929781372,ANCHOR_03,52:06:26:03:01:DA,-94,2.411,0.163
1785929781407,ANCHOR_02,52:06:26:03:01:DA,-87,2.411,0.163
1785929781484,ANCHOR_01,52:06:26:03:01:DA,-87,2.411,0.163
1785929781488,ANCHOR_02,52:06:26:03:01:DA,-87,2.411,0.100
1785929781522,ANCHOR_03,52:06:26:03:01:DA,-94,2.411,0.101
1785929781527,ANCHOR_03,52:06:26:03:01:DA,-94,2.411,0.333
1785929781791,ANCHOR_01,52:06:26:03:01:DA,-87,2.411,0.904
1785929782048,ANCHOR_03,52:06:26:03:01:DA,-92,2.411,0.904
